Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,69.47136688232422,69.83008575439453,69.2259292602539,69.7482681274414,59.32487487792969,4353224
2017-01-04,70.14474487304688,70.29578399658203,69.59093475341797,69.79232025146484,59.362335205078125,4912235
2017-01-05,69.96224212646484,70.44682312011719,69.57835388183594,70.07551574707031,59.60321807861328,5315046
2017-01-06,70.11957550048828,71.00691986083984,69.89301300048828,70.8307113647461,60.245548248291016,4166358
2017-01-09,70.92510986328125,70.92510986328125,70.0251693725586,70.16991424560547,59.68351364135742,3867785
2017-01-10,70.3272476196289,70.37759399414062,69.89301300048828,70.01888275146484,59.55504608154297,2860836
2017-01-11,70.24543762207031,70.24543762207031,69.59093475341797,69.85525512695312,59.41585922241211,4363712
2017-01-12,69.943359375,69.943359375,69.04342651367188,69.74197387695312,59.319515228271484,4202269
2017-01-13,69.81120300292969,70.01888275146484,69.13153076171875,69.3643798828125,58.99834060668945,4577273
2017-01-17,69.08747863769531,69.39584350585938,68.84833526611328,69.20704650878906,58.86452865600586,3559519
2017-01-18,69.35179138183594,69.78602600097656,69.1126480102539,69.49024200439453,59.10541534423828,4131877
2017-01-19,69.87413787841797,70.23284912109375,69.23851776123047,69.68533325195312,59.27135467529297,4494010
2017-01-20,69.82379150390625,69.9181900024414,69.24480438232422,69.72309875488281,59.30345916748047,4980403
2017-01-23,69.75456237792969,70.04405212402344,69.21334075927734,69.43989562988281,59.06256866455078,3649297
2017-01-24,69.65386962890625,70.28948974609375,69.43989562988281,70.23914337158203,59.74238967895508,5148360
2017-01-25,70.40277099609375,70.80553436279297,68.4581527709961,69.83008575439453,59.39446258544922,8030806
2017-01-26,69.7293930053711,70.16362762451172,68.93014526367188,69.45248413085938,59.07328796386719,6349644
2017-01-27,69.32032775878906,69.79232025146484,68.9804916381836,69.0371322631836,58.72000503540039,4496870
2017-01-30,68.79169464111328,68.97419738769531,68.12460327148438,68.7035903930664,58.43632125854492,4623831
2017-01-31,68.62177276611328,69.10635375976562,68.21271514892578,69.01824951171875,58.70393371582031,6269717
2017-02-01,68.99308013916016,69.1692886352539,67.90434265136719,68.08055114746094,57.90637969970703,7420789
2017-02-02,68.01762390136719,68.39521789550781,67.24354553222656,68.19383239746094,58.002742767333984,7491341
2017-02-03,68.30081939697266,69.08747863769531,68.28193664550781,69.00566101074219,58.69324493408203,5420397
2017-02-06,69.10635375976562,70.01258850097656,69.02454376220703,69.65386962890625,59.24456787109375,6720834
2017-02-07,70.09439849853516,70.31466674804688,69.83637237548828,70.01258850097656,59.5496826171875,4408522
2017-02-08,69.91189575195312,69.91189575195312,69.4461898803711,69.4776611328125,59.0947151184082,3292885
2017-02-09,69.4776611328125,69.67904663085938,69.2259292602539,69.2825698852539,58.928768157958984,4217206
2017-02-10,69.38326263427734,70.01888275146484,69.27627563476562,69.88671875,59.442626953125,4257249
2017-02-13,70.23914337158203,70.54751586914062,70.11957550048828,70.4971694946289,59.961849212646484,4498141
2017-02-14,70.47828674316406,70.68596649169922,70.1384506225586,70.21397399902344,59.72097396850586,4404549
2017-02-15,69.93706512451172,70.53492736816406,69.89301300048828,70.42794036865234,60.25945281982422,4171125
2017-02-16,70.57268524169922,70.6922607421875,70.36500549316406,70.52863311767578,60.3455924987793,4452537
2017-02-17,70.4405288696289,70.6922607421875,70.23914337158203,70.5789794921875,60.388668060302734,4023030
2017-02-21,70.60415649414062,70.98804473876953,70.50975799560547,70.79924774169922,60.577125549316406,3395534
2017-02-22,70.70484924316406,70.93140411376953,70.3083724975586,70.89994049072266,60.66329574584961,3504698
2017-02-23,70.92510986328125,71.03839111328125,70.4656982421875,70.54122161865234,60.35636901855469,5516531
2017-02-24,70.37129974365234,70.91881561279297,70.3272476196289,70.7740707397461,60.55561065673828,4636543
2017-02-27,70.85588073730469,71.09503173828125,70.50346374511719,70.99433898925781,60.74406814575195,4340195
2017-02-28,71.09503173828125,71.23348236083984,70.69855499267578,70.8307113647461,60.60405349731445,4675633
2017-03-01,71.51667785644531,72.0201416015625,71.40339660644531,71.5418472290039,61.2125129699707,8080860
2017-03-02,71.63624572753906,71.7684097290039,70.88105773925781,70.91881561279297,60.67942810058594,4577591
2017-03-03,70.91881561279297,71.384521484375,70.59156799316406,70.69855499267578,60.490989685058594,4939089
2017-03-06,70.37759399414062,70.67337799072266,70.1950912475586,70.2706069946289,60.124813079833984,5994026
2017-03-07,70.39647674560547,70.74260711669922,70.16991424560547,70.6607894897461,60.45866394042969,3904491
2017-03-08,70.78665924072266,70.89994049072266,70.26432037353516,70.3272476196289,60.17329406738281,4102480
2017-03-09,70.40277099609375,70.69855499267578,67.36941528320312,70.4405288696289,60.27019500732422,4639562
2017-03-10,70.73001861572266,70.84959411621094,70.03775787353516,70.57268524169922,60.38326644897461,5116898
2017-03-13,70.83700561523438,70.9439926147461,70.45941162109375,70.67967224121094,60.474830627441406,4729341
2017-03-14,70.40906524658203,70.59156799316406,70.20138549804688,70.37759399414062,60.21635818481445,3487537
2017-03-15,70.56010437011719,71.30270385742188,70.40277099609375,71.16425323486328,60.889442443847656,5035700
2017-03-16,70.96916198730469,71.25235748291016,70.45311737060547,70.69855499267578,60.490989685058594,4661808
2017-03-17,70.91252136230469,71.7117691040039,70.65450286865234,71.39710235595703,61.088680267333984,11825815
2017-03-20,71.36563873291016,71.7935791015625,71.00691986083984,71.43486785888672,61.120967864990234,4858844
2017-03-21,71.52926635742188,71.83763122558594,70.47199249267578,70.58527374267578,60.39405822753906,5676067
2017-03-22,70.7174301147461,70.7489013671875,70.11957550048828,70.4405288696289,60.27019500732422,3379803
2017-03-23,70.4405288696289,70.76777648925781,70.20767974853516,70.3838882446289,60.221763610839844,3634679
2017-03-24,70.47199249267578,70.6607894897461,70.06293487548828,70.35871887207031,60.2001953125,3574773
2017-03-27,69.90560150146484,70.4405288696289,69.50912475585938,70.37759399414062,60.21635818481445,3957881
