,Дата,Час,DDPP,PRLA,GLA,LSA,SMF
1282,2011-01-30,12,19560,22132,2593,0,179.9
1283,2011-01-30,11,19622,22813,3569,0,180.0
1284,2011-01-30,10,19665,22625,3499,0,180.0
1285,2011-01-30,9,19310,21817,2639,0,173.46
1286,2011-01-30,8,18616,19936,1426,0,164.0
1287,2011-01-30,7,18815,17441,0,1374,95.0
1288,2011-01-30,6,20117,16667,0,3450,47.92
1289,2011-01-30,5,20114,16501,0,3711,66.18
1290,2011-01-30,4,20188,16403,0,3788,66.18
1291,2011-01-30,3,20180,16596,0,3788,66.18
1292,2011-01-30,2,18889,16896,0,1993,66.28
1293,2011-01-30,1,16544,17590,1128,0,140.0
1294,2011-01-30,0,16351,18587,2283,0,154.46
1295,2011-01-29,23,18732,20437,1769,0,150.0
1296,2011-01-29,22,18706,21489,2792,0,154.98
1297,2011-01-29,21,18761,21493,2774,0,180.0
1298,2011-01-29,20,18727,22340,3612,0,181.57
1299,2011-01-29,19,18727,22974,4301,0,182.14
1300,2011-01-29,18,18886,21650,3280,0,180.0
1301,2011-01-29,17,18834,21310,2475,0,179.9
1302,2011-01-29,16,19236,21877,2640,0,174.37
1303,2011-01-29,15,19150,22342,3656,0,180.0
1304,2011-01-29,14,19232,22664,3655,0,180.0
1305,2011-01-29,13,19247,22392,3618,0,180.0
1306,2011-01-29,12,19635,22185,2595,0,174.0
1307,2011-01-29,11,19674,22975,3638,0,180.0
1308,2011-01-29,10,19722,22783,3111,0,180.0
1309,2011-01-29,9,19385,21776,2394,0,170.0
1310,2011-01-29,8,18521,19880,1371,0,160.9
1311,2011-01-29,7,18505,17490,0,1015,105.02
1312,2011-01-29,6,19839,16782,0,3134,50.0
1313,2011-01-29,5,19833,16522,0,3311,66.28
1314,2011-01-29,4,19827,16510,0,3317,66.28
1315,2011-01-29,3,19796,16505,0,3291,66.28
1316,2011-01-29,2,18495,16908,0,1587,90.03
1317,2011-01-29,1,15992,17310,1317,0,144.29
1318,2011-01-29,0,15762,18413,2650,0,163.0
1319,2011-01-28,23,18074,20556,2503,0,152.46
1320,2011-01-28,22,18057,21534,3496,0,170.0
1321,2011-01-28,21,18172,21456,3290,0,181.2
1322,2011-01-28,20,18144,22409,4264,0,181.98
1323,2011-01-28,19,18156,23015,4877,0,185.0
1324,2011-01-28,18,18387,21652,3264,0,180.0
1325,2011-01-28,17,18359,21242,3289,0,180.0
1326,2011-01-28,16,18512,21970,3565,0,180.0
1327,2011-01-28,15,18495,22388,3892,0,180.41
1328,2011-01-28,14,18593,22689,4121,0,180.92
1329,2011-01-28,13,18890,22323,3568,0,180.0
1330,2011-01-28,12,18943,22243,3571,0,180.0
1331,2011-01-28,11,18983,22960,3987,0,180.77
1332,2011-01-28,10,18828,22759,4045,0,180.77
1333,2011-01-28,9,18568,22052,3773,0,180.0
1334,2011-01-28,8,17882,19890,2229,0,168.96
1335,2011-01-28,7,18584,17504,0,1080,109.16
1336,2011-01-28,6,19791,16627,0,3198,50.0
1337,2011-01-28,5,19963,16610,0,3353,66.28
1338,2011-01-28,4,19999,16603,0,3396,66.28
1339,2011-01-28,3,19852,16694,0,3295,66.45
1340,2011-01-28,2,19761,17049,0,2712,90.02
1341,2011-01-28,1,16915,17737,906,0,140.0
1342,2011-01-28,0,16352,18426,2093,0,159.96
1343,2011-01-27,23,17652,20351,2765,0,154.27
1344,2011-01-27,22,17638,21412,3872,0,170.0
1345,2011-01-27,21,17843,21240,3676,0,180.0
1346,2011-01-27,20,17820,21694,3873,0,181.57
1347,2011-01-27,19,17786,22590,4803,0,182.34
1348,2011-01-27,18,17852,21460,3736,0,180.0
1349,2011-01-27,17,17810,20757,2957,0,180.0
1350,2011-01-27,16,17990,21728,4007,0,180.0
1351,2011-01-27,15,17978,22205,4300,0,180.77
1352,2011-01-27,14,17985,22304,4318,0,180.82
1353,2011-01-27,13,17956,22031,4074,0,180.39
1354,2011-01-27,12,17848,21728,4059,0,180.0
1355,2011-01-27,11,17861,22541,4679,0,181.18
1356,2011-01-27,10,17814,22365,4559,0,180.92
1357,2011-01-27,9,17359,21513,4245,0,180.0
1358,2011-01-27,8,17839,19453,1673,0,166.5
1359,2011-01-27,7,20834,16376,0,4458,47.56
1360,2011-01-27,6,20863,15297,0,5566,47.37
1361,2011-01-27,5,20859,14837,0,6022,56.22
1362,2011-01-27,4,20860,14625,0,6235,54.98
1363,2011-01-27,3,20736,14808,0,5928,56.68
1364,2011-01-27,2,20690,15088,0,5783,66.18
1365,2011-01-27,1,20444,15681,0,4763,66.28
1366,2011-01-27,0,19489,16769,0,2731,68.61
1367,2011-01-26,23,18477,18651,203,0,139.97
1368,2011-01-26,22,18454,19612,1157,0,154.0
1369,2011-01-26,21,19481,19340,0,141,120.0
1370,2011-01-26,20,19516,20094,674,0,179.9
1371,2011-01-26,19,19542,20089,546,0,178.25
1372,2011-01-26,18,20621,18459,0,2162,95.0
1373,2011-01-26,17,20664,17556,0,3108,68.71
1374,2011-01-26,16,20620,18028,0,2592,95.0
1375,2011-01-26,15,20608,18204,0,2404,95.0
1376,2011-01-26,14,20288,18503,0,1785,95.0
1377,2011-01-26,13,20284,18631,0,1653,95.03
1378,2011-01-26,12,20301,18528,0,1773,95.0
1379,2011-01-26,11,20422,18641,0,1781,95.0
1380,2011-01-26,10,20017,18064,0,1953,95.0
1381,2011-01-26,9,19989,16812,0,3177,49.11
1382,2011-01-26,8,19885,15352,0,4668,47.46
1383,2011-01-26,7,19427,14275,0,5194,47.27
1384,2011-01-26,6,19513,14596,0,4917,47.37
1385,2011-01-26,5,19515,15236,0,4279,66.28
1386,2011-01-26,4,19396,15325,0,4071,66.28
1387,2011-01-26,3,19390,15708,0,3770,66.45
1388,2011-01-26,2,19343,16187,0,3255,68.61
1389,2011-01-26,1,18817,17080,0,1737,95.0
1390,2011-01-26,0,16968,18068,1124,0,144.8
1391,2011-01-25,23,18242,20151,2017,0,150.0
1392,2011-01-25,22,18209,20812,2620,0,154.0
1393,2011-01-25,21,18263,20640,2376,0,178.89
1394,2011-01-25,20,18233,21294,3469,0,180.0
1395,2011-01-25,19,18185,21989,3803,0,181.57
1396,2011-01-25,18,18295,20459,2133,0,178.25
1397,2011-01-25,17,18233,19856,1592,0,171.19
1398,2011-01-25,16,18357,20528,2162,0,169.8
1399,2011-01-25,15,18335,21104,2738,0,177.15
1400,2011-01-25,14,18312,21603,3745,0,180.0
1401,2011-01-25,13,18330,21831,3781,0,180.0
1402,2011-01-25,12,18392,21728,3789,0,180.0
1403,2011-01-25,11,18437,22041,3779,0,180.0
1404,2011-01-25,10,18588,21764,3212,0,180.0
1405,2011-01-25,9,18470,21012,2496,0,170.46
1406,2011-01-25,8,19305,18752,0,613,109.16
1407,2011-01-25,7,18489,16675,0,1814,95.0
1408,2011-01-25,6,19639,15996,0,3643,47.92
1409,2011-01-25,5,19641,16536,0,3109,68.61
1410,2011-01-25,4,19716,16525,0,3191,67.62
1411,2011-01-25,3,19600,16708,0,2892,70.0
1412,2011-01-25,2,18149,17087,0,1062,99.16
1413,2011-01-25,1,16102,17880,1744,0,149.99
1414,2011-01-25,0,15932,18868,2935,0,169.16
1415,2011-01-24,23,18502,20579,2085,0,150.9
1416,2011-01-24,22,18450,21536,3094,0,158.0
1417,2011-01-24,21,18238,21575,3344,0,180.0
1418,2011-01-24,20,18172,22319,4167,0,181.64
1419,2011-01-24,19,18428,22914,4520,0,182.14
1420,2011-01-24,18,18539,21486,3368,0,180.0
1421,2011-01-24,17,18469,21078,2621,0,180.0
1422,2011-01-24,16,18404,21644,3543,0,180.0
1423,2011-01-24,15,18388,22109,3748,0,180.41
1424,2011-01-24,14,18364,22413,4095,0,180.99
1425,2011-01-24,13,18386,21365,3059,0,180.0
1426,2011-01-24,12,18229,21755,3595,0,180.0
1427,2011-01-24,11,18428,22862,4453,0,188.0
1428,2011-01-24,10,18479,22688,4270,0,185.0
1429,2011-01-24,9,18324,21851,3792,0,180.0
1430,2011-01-24,8,18146,20163,2028,0,169.8
1431,2011-01-24,7,18253,17339,0,914,109.16
1432,2011-01-24,6,19648,16664,0,2984,49.11
1433,2011-01-24,5,19740,16500,0,3240,66.55
1434,2011-01-24,4,19826,16390,0,3436,66.55
1435,2011-01-24,3,19821,16473,0,3348,66.55
1436,2011-01-24,2,18386,17154,0,1232,90.04
1437,2011-01-24,1,16109,17748,1677,0,150.9
1438,2011-01-24,0,16035,18633,2597,0,169.0
1439,2011-01-23,23,17701,20560,2892,0,155.0
1440,2011-01-23,22,17740,21378,3640,0,170.0
1441,2011-01-23,21,17572,21276,3703,0,181.57
1442,2011-01-23,20,17509,22123,4613,0,182.05
1443,2011-01-23,19,17460,22900,5484,0,190.0
1444,2011-01-23,18,17425,21180,3754,0,181.57
1445,2011-01-23,17,17307,20973,3691,0,181.56
1446,2011-01-23,16,17529,21639,4304,0,180.77
1447,2011-01-23,15,17512,21960,4447,0,180.82
1448,2011-01-23,14,17502,22367,4872,0,184.0
1449,2011-01-23,13,17673,22007,4333,0,180.82
1450,2011-01-23,12,17684,21807,4231,0,180.77
1451,2011-01-23,11,17789,22923,5135,0,188.0
1452,2011-01-23,10,17838,22634,4810,0,184.0
1453,2011-01-23,9,17605,21826,4330,0,180.75
1454,2011-01-23,8,17243,20255,3639,0,180.0
1455,2011-01-23,7,18336,17521,0,815,109.16
1456,2011-01-23,6,19265,16744,0,2521,95.0
1457,2011-01-23,5,19356,16156,0,3205,68.61
1458,2011-01-23,4,19414,16747,0,2668,90.04
1459,2011-01-23,3,19427,16634,0,2794,90.02
1460,2011-01-23,2,18317,17179,0,1029,99.9
1461,2011-01-23,1,15934,17606,1836,0,155.0
1462,2011-01-23,0,16216,18596,2489,0,167.9
1463,2011-01-22,23,18508,20499,2122,0,154.46
1464,2011-01-22,22,18560,21225,2863,0,159.96
1465,2011-01-22,21,18687,21021,2368,0,179.0
1466,2011-01-22,20,18690,21776,3392,0,180.0
1467,2011-01-22,19,18691,22372,3763,0,185.0
1468,2011-01-22,18,18828,20862,2033,0,177.59
1469,2011-01-22,17,18712,20879,2166,0,177.59
1470,2011-01-22,16,19002,21430,2467,0,179.9
1471,2011-01-22,15,19102,21852,3269,0,180.0
1472,2011-01-22,14,19119,22162,3268,0,180.0
1473,2011-01-22,13,19211,21984,3246,0,180.0
1474,2011-01-22,12,19224,21585,2443,0,179.9
1475,2011-01-22,11,19331,22480,3261,0,180.0
1476,2011-01-22,10,19331,22194,3269,0,180.0
1477,2011-01-22,9,18994,21602,2658,0,179.9
1478,2011-01-22,8,18686,19841,1154,0,162.59
1479,2011-01-22,7,19336,17202,0,2134,53.65
1480,2011-01-22,6,20413,16326,0,4087,45.52
1481,2011-01-22,5,20434,16333,0,4101,63.17
1482,2011-01-22,4,20425,16319,0,4106,63.17
1483,2011-01-22,3,20419,16416,0,4003,63.17
1484,2011-01-22,2,19212,16780,0,2432,63.68
1485,2011-01-22,1,17302,17511,190,0,130.0
1486,2011-01-22,0,16500,18203,1769,0,154.46
1487,2011-01-21,23,17824,20299,2806,0,159.96
1488,2011-01-21,22,17803,21225,3483,0,170.0
1489,2011-01-21,21,17764,21021,3477,0,180.0
1490,2011-01-21,20,17723,21776,4096,0,190.0
1491,2011-01-21,19,17670,21972,4301,0,190.0
1492,2011-01-21,18,17672,20462,2799,0,180.0
1493,2011-01-21,17,17541,20779,3492,0,180.0
1494,2011-01-21,16,17997,21530,3609,0,185.0
1495,2011-01-21,15,18659,21852,3341,0,180.0
1496,2011-01-21,14,18644,22162,3526,0,184.0
1497,2011-01-21,13,18801,21684,3352,0,180.0
1498,2011-01-21,12,18882,21285,2501,0,179.9
1499,2011-01-21,11,18997,22380,3382,0,180.47
1500,2011-01-21,10,18982,22194,3373,0,180.0
1501,2011-01-21,9,18376,21402,3558,0,180.0
1502,2011-01-21,8,18467,19341,873,0,162.59
1503,2011-01-21,7,19481,16602,0,2879,70.0
1504,2011-01-21,6,19239,15926,0,3313,52.62
1505,2011-01-21,5,19238,15933,0,3305,63.17
1506,2011-01-21,4,19326,15919,0,3407,63.17
1507,2011-01-21,3,19283,16016,0,3267,64.87
1508,2011-01-21,2,19230,16380,0,2850,79.9
1509,2011-01-21,1,17382,17111,0,271,108.46
1510,2011-01-21,0,16211,18303,2620,0,170.0
1511,2011-01-20,23,18671,20163,1491,0,152.59
1512,2011-01-20,22,18661,20926,2314,0,159.96
1513,2011-01-20,21,18549,20728,2178,0,177.59
1514,2011-01-20,20,18520,21383,3496,0,180.0
1515,2011-01-20,19,18472,22382,4000,0,185.0
1516,2011-01-20,18,18422,21075,2745,0,180.0
1517,2011-01-20,17,18456,20388,1931,0,177.59
1518,2011-01-20,16,19166,21445,2327,0,179.0
1519,2011-01-20,15,19009,21771,3442,0,180.0
1520,2011-01-20,14,19005,22071,3418,0,180.0
1521,2011-01-20,13,19026,21797,3429,0,180.0
1522,2011-01-20,12,19093,21394,2306,0,179.0
1523,2011-01-20,11,19196,22387,3447,0,180.0
1524,2011-01-20,10,19220,22029,3453,0,180.0
1525,2011-01-20,9,18863,21162,2335,0,170.46
1526,2011-01-20,8,19317,18941,0,376,105.04
1527,2011-01-20,7,19985,15893,0,4092,45.52
1528,2011-01-20,6,20164,15320,0,4873,45.42
1529,2011-01-20,5,19827,14834,0,5118,63.07
1530,2011-01-20,4,19774,14621,0,5168,63.07
1531,2011-01-20,3,19706,14921,0,4785,63.17
1532,2011-01-20,2,19636,15180,0,4456,63.17
1533,2011-01-20,1,19306,15711,0,3613,63.84
1534,2011-01-20,0,17900,16798,0,1102,99.0
1535,2011-01-19,23,19665,18323,0,1342,95.0
1536,2011-01-19,22,19678,19520,0,158,108.46
1537,2011-01-19,21,20878,18969,0,1909,95.0
1538,2011-01-19,20,20845,19296,0,1549,95.0
1539,2011-01-19,19,20788,19902,0,886,108.46
1540,2011-01-19,18,20938,18493,0,2445,95.0
1541,2011-01-19,17,20988,16808,0,4180,63.68
1542,2011-01-19,16,20955,17061,0,3894,46.99
1543,2011-01-19,15,20640,17047,0,3665,48.62
1544,2011-01-19,14,20628,17455,0,3173,52.71
1545,2011-01-19,13,20410,17579,0,2831,79.9
1546,2011-01-19,12,20390,17574,0,2816,79.9
1547,2011-01-19,11,20304,17865,0,2439,95.0
1548,2011-01-19,10,20361,17508,0,2853,61.46
1549,2011-01-19,9,19757,16377,0,3380,48.91
1550,2011-01-19,8,19867,14909,0,4958,45.15
1551,2011-01-19,7,19692,14040,0,5652,44.97
1552,2011-01-19,6,19384,14453,0,4931,45.15
1553,2011-01-19,5,19720,14762,0,4958,62.92
1554,2011-01-19,4,19827,14843,0,4984,62.92
1555,2011-01-19,3,19969,15340,0,4629,63.17
1556,2011-01-19,2,19770,15704,0,4066,63.68
1557,2011-01-19,1,19474,16732,0,2742,90.02
1558,2011-01-19,0,18774,17615,0,1159,95.0
1559,2011-01-18,23,18303,19129,942,0,140.0
1560,2011-01-18,22,18290,19685,1437,0,150.0
1561,2011-01-18,21,18093,19583,1525,0,170.0
1562,2011-01-18,20,18063,20048,1984,0,177.59
1563,2011-01-18,19,18270,20648,2484,0,178.89
1564,2011-01-18,18,18235,19647,1444,0,169.96
1565,2011-01-18,17,17609,18665,1080,0,169.9
1566,2011-01-18,16,18306,19433,1200,0,164.0
1567,2011-01-18,15,18952,19750,880,0,161.91
1568,2011-01-18,14,18952,20355,1407,0,166.46
1569,2011-01-18,13,18934,20473,1560,0,169.9
1570,2011-01-18,12,19010,20375,1407,0,166.46
1571,2011-01-18,11,19406,20974,1647,0,169.9
1572,2011-01-18,10,19216,20786,1648,0,169.9
1573,2011-01-18,9,19017,20130,1112,0,162.59
1574,2011-01-18,8,19718,17858,0,1860,52.62
1575,2011-01-18,7,19590,15679,0,3911,45.91
1576,2011-01-18,6,19555,15202,0,4353,45.15
1577,2011-01-18,5,19620,15725,0,3895,63.17
1578,2011-01-18,4,19604,15712,0,3892,63.17
1579,2011-01-18,3,19820,15813,0,4168,63.07
1580,2011-01-18,2,19756,16177,0,3579,63.18
1581,2011-01-18,1,19255,17201,0,2054,90.04
1582,2011-01-18,0,18028,18189,195,0,130.0
1583,2011-01-17,23,18643,21422,2927,0,159.96
1584,2011-01-17,22,18616,21981,3729,0,170.0
1585,2011-01-17,21,18398,21370,2982,0,180.0
1586,2011-01-17,20,18360,21809,3448,0,181.19
1587,2011-01-17,19,18296,22925,4733,0,197.82
1588,2011-01-17,18,18293,22406,4112,0,190.0
1589,2011-01-17,17,18384,21514,3394,0,180.0
1590,2011-01-17,16,18880,21979,3245,0,180.0
1591,2011-01-17,15,19150,22210,3249,0,180.0
1592,2011-01-17,14,19142,22525,3435,0,184.0
1593,2011-01-17,13,19173,21555,2409,0,179.0
1594,2011-01-17,12,19284,21854,2575,0,179.9
1595,2011-01-17,11,19389,22756,3411,0,184.0
1596,2011-01-17,10,19450,22183,2783,0,180.0
1597,2011-01-17,9,19320,21191,2167,0,169.96
1598,2011-01-17,8,19244,18918,0,326,106.89
1599,2011-01-17,7,19813,16521,0,3304,48.81
1600,2011-01-17,6,19966,15714,0,4393,45.42
1601,2011-01-17,5,19970,15589,0,4381,63.17
1602,2011-01-17,4,19973,15564,0,4629,63.07
1603,2011-01-17,3,19900,15655,0,4245,63.17
1604,2011-01-17,2,19960,16008,0,3952,63.17
1605,2011-01-17,1,19726,16715,0,3011,63.68
1606,2011-01-17,0,18220,17838,0,382,98.0
1607,2011-01-16,23,18808,20958,2187,0,154.46
1608,2011-01-16,22,18793,21727,2933,0,159.96
1609,2011-01-16,21,18790,21657,2910,0,180.0
1610,2011-01-16,20,18755,22003,3498,0,180.0
1611,2011-01-16,19,18587,22604,4022,0,185.0
1612,2011-01-16,18,18550,21993,3549,0,180.0
1613,2011-01-16,17,18470,21348,2888,0,180.0
1614,2011-01-16,16,18836,22119,3407,0,180.0
1615,2011-01-16,15,18910,22407,3496,0,180.47
1616,2011-01-16,14,18961,22740,3892,0,185.0
1617,2011-01-16,13,18959,22644,3763,0,185.0
1618,2011-01-16,12,18970,22060,3470,0,180.0
1619,2011-01-16,11,19086,22865,3874,0,185.0
1620,2011-01-16,10,19141,22190,3443,0,180.0
1621,2011-01-16,9,18619,20794,2178,0,169.96
1622,2011-01-16,8,19117,18919,0,198,100.0
1623,2011-01-16,7,20266,15316,0,4950,45.15
1624,2011-01-16,6,19656,14833,0,4823,45.15
1625,2011-01-16,5,19653,14579,0,5074,52.43
1626,2011-01-16,4,19645,14549,0,5096,52.43
1627,2011-01-16,3,19640,14839,0,4801,52.71
1628,2011-01-16,2,19499,15205,0,4307,63.07
1629,2011-01-16,1,19180,15572,0,3614,63.58
1630,2011-01-16,0,18208,16704,0,1554,67.79
1631,2011-01-15,23,17781,20610,3053,0,159.96
1632,2011-01-15,22,18028,21522,3500,0,162.0
1633,2011-01-15,21,18243,21255,3485,0,180.0
1634,2011-01-15,20,18216,21714,3531,0,182.0
1635,2011-01-15,19,18113,22513,4420,0,189.0
1636,2011-01-15,18,17832,21605,3783,0,183.7
1637,2011-01-15,17,17979,21159,3479,0,180.0
1638,2011-01-15,16,18529,21926,3732,0,180.0
1639,2011-01-15,15,18439,22057,3762,0,180.0
1640,2011-01-15,14,18401,22366,3952,0,184.0
1641,2011-01-15,13,18453,22272,3794,0,180.47
1642,2011-01-15,12,18392,21887,3726,0,180.0
1643,2011-01-15,11,18499,22688,4169,0,185.0
1644,2011-01-15,10,18436,22106,3755,0,180.0
1645,2011-01-15,9,18186,21095,2946,0,179.72
1646,2011-01-15,8,18608,18458,0,174,115.46
1647,2011-01-15,7,18528,14693,0,3835,53.02
1648,2011-01-15,6,18507,13207,0,5300,46.25
1649,2011-01-15,5,18636,12322,0,6314,62.92
1650,2011-01-15,4,18609,12289,0,6320,62.92
1651,2011-01-15,3,18542,12282,0,6260,62.92
1652,2011-01-15,2,18488,12656,0,5832,63.17
1653,2011-01-15,1,18213,13060,0,5171,63.17
1654,2011-01-15,0,18201,14283,0,3936,63.68
1655,2011-01-14,23,18396,14767,0,3629,63.68
1656,2011-01-14,22,18676,15455,0,3279,67.79
1657,2011-01-14,21,18798,15425,0,3414,67.79
1658,2011-01-14,20,18772,15775,0,3006,68.89
1659,2011-01-14,19,18532,15933,0,2599,95.0
1660,2011-01-14,18,18249,14321,0,3928,63.68
1661,2011-01-14,17,18245,12823,0,5422,63.17
1662,2011-01-14,16,18650,12695,0,5955,45.52
1663,2011-01-14,15,18890,12887,0,6003,45.52
1664,2011-01-14,14,18894,13205,0,5726,46.52
1665,2011-01-14,13,18948,13302,0,5674,48.42
1666,2011-01-14,12,18955,13609,0,5377,49.01
1667,2011-01-14,11,19033,13707,0,5334,49.01
1668,2011-01-14,10,18809,13317,0,5505,48.81
1669,2011-01-14,9,18386,12313,0,6073,45.52
1670,2011-01-14,8,18398,10968,0,7430,45.15
1671,2011-01-14,7,18046,9797,0,8430,44.87
1672,2011-01-14,6,18065,9896,0,8169,44.97
1673,2011-01-14,5,18078,10290,0,7788,52.71
1674,2011-01-14,4,18075,10464,0,7611,52.71
1675,2011-01-14,3,18074,10662,0,7412,52.71
1676,2011-01-14,2,18021,11126,0,6895,53.02
1677,2011-01-14,1,17989,11720,0,6269,61.46
1678,2011-01-14,0,17974,12643,0,5331,63.17
1679,2011-01-13,23,17598,13166,0,4432,63.17
1680,2011-01-13,22,17575,13652,0,3923,63.68
1681,2011-01-13,21,17614,13822,0,3793,64.09
1682,2011-01-13,20,17754,13967,0,3886,64.35
1683,2011-01-13,19,17723,14232,0,3496,65.92
1684,2011-01-13,18,17724,12320,0,5404,63.17
1685,2011-01-13,17,17675,11022,0,6653,61.46
1686,2011-01-13,16,17907,10897,0,7010,45.15
1687,2011-01-13,15,18175,11082,0,7183,45.42
1688,2011-01-13,14,18175,11399,0,6776,45.52
1689,2011-01-13,13,18229,11895,0,6451,45.96
1690,2011-01-13,12,18240,12206,0,6073,46.52
1691,2011-01-13,11,18240,12404,0,5875,47.46
1692,2011-01-13,10,18048,12013,0,6119,45.96
1693,2011-01-13,9,17714,11104,0,6610,45.52
1694,2011-01-13,8,17711,9960,0,7916,45.05
1695,2011-01-13,7,17708,8989,0,8781,44.87
1696,2011-01-13,6,17727,9290,0,8437,44.97
1697,2011-01-13,5,17730,9488,0,8242,52.62
1698,2011-01-13,4,17726,9860,0,7866,52.71
1699,2011-01-13,3,17721,10048,0,7673,52.71
1700,2011-01-13,2,17669,10413,0,7256,53.02
1701,2011-01-13,1,17579,11010,0,6569,61.46
1702,2011-01-13,0,17573,12034,0,5574,63.07
1703,2011-01-12,23,17770,11973,0,5797,62.92
1704,2011-01-12,22,17749,12664,0,5085,63.17
1705,2011-01-12,21,17789,12527,0,5389,63.07
1706,2011-01-12,20,17932,12870,0,5062,63.17
1707,2011-01-12,19,17916,13027,0,4889,63.17
1708,2011-01-12,18,17878,11218,0,6660,54.36
1709,2011-01-12,17,17929,10021,0,7908,52.71
1710,2011-01-12,16,18086,9792,0,8294,44.97
1711,2011-01-12,15,18124,9979,0,8145,44.97
1712,2011-01-12,14,18122,10300,0,7862,45.05
1713,2011-01-12,13,18360,10593,0,7767,45.15
1714,2011-01-12,12,18367,10705,0,7662,45.15
1715,2011-01-12,11,18441,11204,0,7237,45.15
1716,2011-01-12,10,17990,11722,0,6268,45.52
1717,2011-01-12,9,17753,11618,0,6135,45.52
1718,2011-01-12,8,17688,11473,0,6215,45.52
1719,2011-01-12,7,17844,11101,0,6743,45.15
1720,2011-01-12,6,17876,10503,0,7373,45.15
1721,2011-01-12,5,17871,9899,0,7972,52.62
1722,2011-01-12,4,17869,9766,0,8103,52.43
1723,2011-01-12,3,17865,10056,0,7809,52.71
1724,2011-01-12,2,17836,10719,0,7117,53.02
1725,2011-01-12,1,17615,12021,0,5594,62.92
1726,2011-01-12,0,17596,13643,0,4088,63.58
1727,2011-01-11,23,19721,17538,0,2183,64.71
1728,2011-01-11,22,19742,17727,0,2026,65.39
1729,2011-01-11,21,20506,17737,0,2806,65.13
1730,2011-01-11,20,20450,17825,0,2625,66.81
1731,2011-01-11,19,20444,17435,0,3046,64.87
1732,2011-01-11,18,20391,17517,0,2912,65.13
1733,2011-01-11,17,20284,17271,0,3114,64.61
1734,2011-01-11,16,20531,17952,0,2579,53.02
1735,2011-01-11,15,20524,18230,0,2294,53.65
1736,2011-01-11,14,20645,18752,0,1893,95.0
1737,2011-01-11,13,20669,18655,0,2014,95.0
1738,2011-01-11,12,20677,18777,0,1900,95.0
1739,2011-01-11,11,20761,19068,0,1693,95.0
1740,2011-01-11,10,20673,18779,0,1894,95.0
1741,2011-01-11,9,20408,17828,0,2580,53.02
1742,2011-01-11,8,20541,16102,0,4439,45.52
1743,2011-01-11,7,19796,14339,0,5457,45.15
1744,2011-01-11,6,19775,14657,0,5118,45.15
1745,2011-01-11,5,19935,15954,0,4129,63.58
1746,2011-01-11,4,19739,17021,0,2718,79.9
1747,2011-01-11,3,19367,17510,0,1857,95.0
1748,2011-01-11,2,18459,17223,0,1236,95.0
1749,2011-01-11,1,17759,18120,460,0,139.9
1750,2011-01-11,0,17039,19238,2201,0,162.0
1751,2011-01-10,23,18033,21459,3449,0,163.47
1752,2011-01-10,22,18590,21937,3445,0,163.47
1753,2011-01-10,21,18600,21575,2981,0,180.0
1754,2011-01-10,20,18562,21768,3500,0,180.0
1755,2011-01-10,19,18385,21268,2977,0,180.0
1756,2011-01-10,18,17322,21462,4213,0,188.13
1757,2011-01-10,17,17508,22048,4600,0,190.0
1758,2011-01-10,16,17792,22913,5120,0,193.13
1759,2011-01-10,15,18054,23275,5234,0,193.23
1760,2011-01-10,14,18385,23489,5103,0,193.13
1761,2011-01-10,13,18401,22386,4032,0,185.0
1762,2011-01-10,12,18109,22908,4798,0,193.13
1763,2011-01-10,11,18390,23386,4995,0,193.13
1764,2011-01-10,10,18438,22787,4353,0,188.0
1765,2011-01-10,9,17701,21634,4099,0,184.43
1766,2011-01-10,8,17782,19695,2197,0,169.96
1767,2011-01-10,7,19772,16717,0,3055,46.99
1768,2011-01-10,6,19811,16334,0,3566,46.15
1769,2011-01-10,5,19813,17816,0,1997,95.0
1770,2011-01-10,4,17086,18481,1411,0,154.0
1771,2011-01-10,3,16291,18795,2510,0,162.46
1772,2011-01-10,2,16255,18517,2342,0,159.96
1773,2011-01-10,1,16262,19223,2991,0,163.47
1774,2011-01-10,0,16668,20441,3819,0,170.0
1775,2011-01-09,23,17849,21795,4243,0,170.0
1776,2011-01-09,22,17855,22180,4324,0,170.0
1777,2011-01-09,21,18117,21592,3480,0,180.0
1778,2011-01-09,20,18069,21947,4188,0,188.13
1779,2011-01-09,19,18215,21241,3471,0,180.0
1780,2011-01-09,18,17910,21445,3580,0,184.99
1781,2011-01-09,17,17961,21819,3954,0,185.0
1782,2011-01-09,16,18167,22816,4648,0,193.13
1783,2011-01-09,15,18448,23298,4849,0,193.13
1784,2011-01-09,14,18440,23628,5187,0,193.28
1785,2011-01-09,13,18485,23218,4732,0,193.13
1786,2011-01-09,12,18491,22835,4383,0,189.0
1787,2011-01-09,11,18456,23221,4764,0,193.13
1788,2011-01-09,10,18258,22704,4477,0,190.0
1789,2011-01-09,9,17919,21657,3739,0,184.0
1790,2011-01-09,8,17762,19722,2163,0,169.96
1791,2011-01-09,7,19743,16731,0,3012,47.18
1792,2011-01-09,6,19783,16346,0,3437,45.52
1793,2011-01-09,5,19785,17728,0,2057,90.04
1794,2011-01-09,4,17669,18328,696,0,144.8
1795,2011-01-09,3,16341,18634,2305,0,162.3
1796,2011-01-09,2,16305,18456,2189,0,159.9
1797,2011-01-09,1,16714,19157,2459,0,162.3
1798,2011-01-09,0,16811,20278,3813,0,170.0
1799,2011-01-08,23,17790,21910,4372,0,170.0
