,Дата,Час,DDPP,PRLA,GLA,LSA,SMF
0,2011-03-24,22,16967,19452,2486,0,119.9
1,2011-03-24,21,18502,19400,897,0,159.76
2,2011-03-24,20,18718,19345,628,0,159.31
3,2011-03-24,19,18825,19355,628,0,159.31
4,2011-03-24,18,18749,19447,697,0,159.76
5,2011-03-24,17,18654,19457,802,0,159.76
6,2011-03-24,16,18790,17444,0,1346,108.46
7,2011-03-24,15,19144,16135,0,3009,95.0
8,2011-03-24,14,19137,16171,0,2966,95.0
9,2011-03-24,13,19145,16482,0,2663,95.0
10,2011-03-24,12,19022,16686,0,2336,95.01
11,2011-03-24,11,19053,16424,0,2629,95.0
12,2011-03-24,10,19081,15743,0,3338,58.7
13,2011-03-24,9,19071,14665,0,4406,50.46
14,2011-03-24,8,18866,13260,0,5606,47.75
15,2011-03-24,7,18597,12433,0,6164,47.56
16,2011-03-24,6,18617,12633,0,5984,47.56
17,2011-03-24,5,18615,12549,0,6066,50.77
18,2011-03-24,4,18617,12525,0,6092,50.77
19,2011-03-24,3,18614,12832,0,5782,58.7
20,2011-03-24,2,18618,13426,0,5258,65.28
21,2011-03-24,1,18326,14236,0,4176,66.71
22,2011-03-24,0,18219,15547,0,2672,95.0
23,2011-03-23,23,18427,16684,0,1743,99.0
24,2011-03-23,22,18352,17161,0,1191,100.0
25,2011-03-23,21,18655,17009,0,1646,105.03
26,2011-03-23,20,19049,16950,0,2137,100.01
27,2011-03-23,19,19049,17256,0,1793,105.01
28,2011-03-23,18,19091,17450,0,1641,105.03
29,2011-03-23,17,19049,17559,0,1490,108.46
30,2011-03-23,16,19287,16050,0,3247,90.0
31,2011-03-23,15,19134,14841,0,4293,50.46
32,2011-03-23,14,19126,14876,0,4250,50.46
33,2011-03-23,13,19136,15185,0,3951,50.46
34,2011-03-23,12,19124,15591,0,3533,58.7
35,2011-03-23,11,19156,15530,0,3626,58.7
36,2011-03-23,10,19183,15251,0,3932,50.46
37,2011-03-23,9,19045,14074,0,5005,49.6
38,2011-03-23,8,18868,12465,0,6401,47.56
39,2011-03-23,7,18780,11435,0,7359,46.67
40,2011-03-23,6,18823,11735,0,7096,47.27
41,2011-03-23,5,18821,11654,0,7167,50.0
42,2011-03-23,4,18823,11632,0,7236,50.0
43,2011-03-23,3,18821,11942,0,6877,50.46
44,2011-03-23,2,18821,12434,0,6383,50.46
45,2011-03-23,1,18530,13241,0,5285,65.68
46,2011-03-23,0,18425,14548,0,3873,66.81
47,2011-03-22,23,18628,16184,0,2444,95.0
48,2011-03-22,22,18797,16860,0,1937,98.0
49,2011-03-22,21,19777,16708,0,3069,90.04
50,2011-03-22,20,20165,16447,0,3718,50.46
51,2011-03-22,19,20315,16854,0,3461,55.0
52,2011-03-22,18,20346,16948,0,3398,58.7
53,2011-03-22,17,20285,16756,0,3529,55.0
54,2011-03-22,16,20111,15446,0,4665,50.08
55,2011-03-22,15,19393,14035,0,5358,48.25
56,2011-03-22,14,19256,14171,0,5103,49.6
57,2011-03-22,13,19249,14681,0,4568,50.46
58,2011-03-22,12,19236,15086,0,4150,50.46
59,2011-03-22,11,19235,15135,0,4100,50.46
60,2011-03-22,10,19278,14852,0,4426,50.46
61,2011-03-22,9,19290,13646,0,5644,47.75
62,2011-03-22,8,19132,12372,0,6934,47.46
63,2011-03-22,7,18893,11544,0,7349,39.15
64,2011-03-22,6,18863,12042,0,6891,47.46
65,2011-03-22,5,18887,12160,0,6727,50.46
66,2011-03-22,4,18888,12037,0,6851,50.46
67,2011-03-22,3,18888,12043,0,6845,50.46
68,2011-03-22,2,18866,12533,0,6333,50.46
69,2011-03-22,1,18608,13642,0,5043,66.45
70,2011-03-22,0,18471,14747,0,3725,66.81
71,2011-03-21,23,19100,15788,0,3323,69.44
72,2011-03-21,22,19312,16369,0,2943,90.03
73,2011-03-21,21,19195,16115,0,3080,70.0
74,2011-03-21,20,19585,15955,0,3630,55.0
75,2011-03-21,19,19629,16164,0,3465,55.0
76,2011-03-21,18,19664,16357,0,3307,58.7
77,2011-03-21,17,19604,16165,0,3439,58.7
78,2011-03-21,16,19659,15051,0,4608,50.0
79,2011-03-21,15,19338,13646,0,5797,47.65
80,2011-03-21,14,18945,13381,0,5564,47.56
81,2011-03-21,13,18953,13395,0,5574,47.65
82,2011-03-21,12,18677,13599,0,5078,47.75
83,2011-03-21,11,18534,13638,0,4896,48.25
84,2011-03-21,10,18576,13861,0,4728,49.6
85,2011-03-21,9,18566,13747,0,4819,48.79
86,2011-03-21,8,18341,13658,0,4683,50.08
87,2011-03-21,7,18477,13622,0,4855,50.08
88,2011-03-21,6,18507,12819,0,5823,47.65
89,2011-03-21,5,18709,12037,0,6672,50.46
90,2011-03-21,4,18714,11718,0,7017,50.0
91,2011-03-21,3,18715,12027,0,6688,50.46
92,2011-03-21,2,18691,12626,0,6065,50.46
93,2011-03-21,1,18517,13736,0,4781,66.28
94,2011-03-21,0,18730,15742,0,2988,90.02
95,2011-03-20,23,18545,19220,853,0,110.0
96,2011-03-20,22,18531,20471,1966,0,133.86
97,2011-03-20,21,20242,20120,0,122,121.0
98,2011-03-20,20,20754,20775,20,0,130.0
99,2011-03-20,19,20767,20859,310,0,135.0
100,2011-03-20,18,20608,21055,470,0,142.9
101,2011-03-20,17,20470,20881,427,0,140.0
102,2011-03-20,16,20714,19531,0,1183,108.46
103,2011-03-20,15,20841,18350,0,2491,48.25
104,2011-03-20,14,20831,18397,0,2434,48.25
105,2011-03-20,13,20693,19008,0,1685,50.08
106,2011-03-20,12,19805,19711,0,94,120.0
107,2011-03-20,11,19465,20681,1242,0,162.61
108,2011-03-20,10,19499,20769,1397,0,162.77
109,2011-03-20,9,19549,20176,654,0,149.9
110,2011-03-20,8,20029,18599,0,1430,50.46
111,2011-03-20,7,19527,16344,0,3058,48.72
112,2011-03-20,6,19441,16057,0,3246,48.25
113,2011-03-20,5,19016,15802,0,3117,66.45
114,2011-03-20,4,19023,16001,0,2820,66.55
115,2011-03-20,3,18934,16215,0,2475,69.44
116,2011-03-20,2,17783,16713,0,805,99.0
117,2011-03-20,1,16412,17806,1551,0,130.0
118,2011-03-20,0,15689,19495,4000,0,139.9
119,2011-03-19,23,18790,22382,3661,0,155.0
120,2011-03-19,22,18914,23630,4715,0,170.0
121,2011-03-19,21,18926,23276,4430,0,180.0
122,2011-03-19,20,19316,23722,4425,0,180.0
123,2011-03-19,19,19484,24130,4689,0,180.0
124,2011-03-19,18,19398,25125,5726,0,187.66
125,2011-03-19,17,19362,25909,6546,0,188.67
126,2011-03-19,16,19451,25292,5840,0,187.01
127,2011-03-19,15,19440,23909,4469,0,170.0
128,2011-03-19,14,19430,24055,4643,0,170.0
129,2011-03-19,13,18977,23892,4914,0,179.66
130,2011-03-19,12,18789,23499,4737,0,173.46
131,2011-03-19,11,18722,24594,5871,0,187.01
132,2011-03-19,10,18803,24309,5516,0,185.0
133,2011-03-19,9,19001,24015,5031,0,180.0
134,2011-03-19,8,18701,22120,3687,0,167.0
135,2011-03-19,7,16079,19086,3006,0,164.67
136,2011-03-19,6,16412,18097,1684,0,163.52
137,2011-03-19,5,16057,17749,1804,0,134.0
138,2011-03-19,4,16097,17434,1363,0,133.0
139,2011-03-19,3,16092,17533,1440,0,133.79
140,2011-03-19,2,15945,18024,2095,0,134.13
141,2011-03-19,1,15704,18927,3222,0,134.54
142,2011-03-19,0,15679,20215,4579,0,155.0
143,2011-03-18,23,18968,22390,3874,0,155.0
144,2011-03-18,22,19157,23551,4393,0,167.16
145,2011-03-18,21,18942,23206,4330,0,180.0
146,2011-03-18,20,19479,23646,4183,0,179.0
147,2011-03-18,19,19354,24152,4831,0,185.0
148,2011-03-18,18,19233,25148,5923,0,187.73
149,2011-03-18,17,19193,26038,6844,0,190.22
150,2011-03-18,16,19275,25285,6009,0,187.12
151,2011-03-18,15,18942,23923,5031,0,185.0
152,2011-03-18,14,18939,24072,5179,0,185.0
153,2011-03-18,13,18936,23908,5033,0,185.0
154,2011-03-18,12,18733,23306,4572,0,179.66
155,2011-03-18,11,18768,24512,5743,0,187.01
156,2011-03-18,10,18853,24120,5364,0,185.0
157,2011-03-18,9,18750,23827,5166,0,185.0
158,2011-03-18,8,18263,22052,3830,0,168.0
159,2011-03-18,7,16805,19292,2486,0,164.67
160,2011-03-18,6,16780,18292,1511,0,164.67
161,2011-03-18,5,16540,17943,1402,0,134.17
162,2011-03-18,4,16580,17633,1068,0,134.0
163,2011-03-18,3,16584,17836,1307,0,134.02
164,2011-03-18,2,16071,18235,2163,0,134.54
165,2011-03-18,1,15630,18934,2951,0,134.54
166,2011-03-18,0,15604,19917,4433,0,155.0
167,2011-03-17,23,18703,22002,3354,0,139.9
168,2011-03-17,22,18829,23072,4366,0,155.0
169,2011-03-17,21,19004,22596,3624,0,168.0
170,2011-03-17,20,19380,23235,3854,0,168.27
171,2011-03-17,19,18955,23942,5086,0,172.46
172,2011-03-17,18,18909,24829,5946,0,185.0
173,2011-03-17,17,18846,25830,7010,0,187.73
174,2011-03-17,16,18807,24963,6205,0,185.0
175,2011-03-17,15,18429,23682,5352,0,185.0
176,2011-03-17,14,18420,23807,5494,0,185.0
177,2011-03-17,13,18429,23647,5219,0,180.0
178,2011-03-17,12,18177,23150,4972,0,179.66
179,2011-03-17,11,18377,24351,6017,0,180.0
180,2011-03-17,10,18351,23864,5586,0,179.66
181,2011-03-17,9,18411,23085,4856,0,169.0
182,2011-03-17,8,18159,21193,3203,0,163.52
183,2011-03-17,7,17902,18481,902,0,162.55
184,2011-03-17,6,18704,17111,0,1269,108.46
185,2011-03-17,5,19173,16760,0,2089,95.0
186,2011-03-17,4,19181,16336,0,2521,85.0
187,2011-03-17,3,19184,16343,0,2517,85.0
188,2011-03-17,2,18591,16732,0,1535,95.0
189,2011-03-17,1,15996,17328,1719,0,133.86
190,2011-03-17,0,15470,18524,3377,0,134.11
191,2011-03-16,23,18135,20342,2308,0,134.07
192,2011-03-16,22,18078,21522,3443,0,134.54
193,2011-03-16,21,20510,21253,760,0,160.26
194,2011-03-16,20,20902,21600,760,0,160.26
195,2011-03-16,19,21301,22003,760,0,160.26
196,2011-03-16,18,21265,22296,1049,0,164.9
197,2011-03-16,17,21269,22602,1385,0,168.0
198,2011-03-16,16,20878,21141,271,0,130.0
199,2011-03-16,15,20860,19372,0,1488,50.08
200,2011-03-16,14,20524,19299,0,1225,58.7
201,2011-03-16,13,20557,19337,0,1220,58.7
202,2011-03-16,12,20311,19336,0,975,97.0
203,2011-03-16,11,20349,19440,0,909,100.0
204,2011-03-16,10,20612,18956,0,1724,50.0
205,2011-03-16,9,20780,17970,0,2810,47.75
206,2011-03-16,8,21226,16566,0,4879,47.46
207,2011-03-16,7,19644,15726,0,3958,46.27
208,2011-03-16,6,19792,15936,0,3856,47.37
209,2011-03-16,5,19316,16577,0,2781,66.45
210,2011-03-16,4,19192,16648,0,2719,66.45
211,2011-03-16,3,19104,16839,0,2265,69.54
212,2011-03-16,2,17460,17443,0,17,120.0
213,2011-03-16,1,16727,18134,1501,0,133.91
214,2011-03-16,0,16195,19324,3128,0,134.54
215,2011-03-15,23,18507,21703,3211,0,139.9
216,2011-03-15,22,18451,22463,4157,0,152.46
217,2011-03-15,21,18816,22086,3373,0,168.17
218,2011-03-15,20,19428,22224,3244,0,168.0
219,2011-03-15,19,19043,23331,4287,0,169.62
220,2011-03-15,18,19002,23927,5015,0,179.0
221,2011-03-15,17,18791,24728,5936,0,187.49
222,2011-03-15,16,18618,23524,4908,0,169.99
223,2011-03-15,15,18472,22157,3684,0,166.47
224,2011-03-15,14,18463,22383,4393,0,167.0
225,2011-03-15,13,18468,22618,4393,0,167.0
226,2011-03-15,12,18287,22563,4369,0,167.0
227,2011-03-15,11,18143,23271,5127,0,179.66
228,2011-03-15,10,18187,22973,4796,0,170.0
229,2011-03-15,9,18235,22591,4381,0,168.8
230,2011-03-15,8,18295,20488,2270,0,163.26
231,2011-03-15,7,16356,18065,1762,0,163.1
232,2011-03-15,6,16814,17488,737,0,159.0
233,2011-03-15,5,16627,17637,1096,0,133.91
234,2011-03-15,4,16307,17311,1026,0,132.0
235,2011-03-15,3,16310,17519,1227,0,133.86
236,2011-03-15,2,15821,18006,2199,0,134.02
237,2011-03-15,1,15595,18802,3206,0,134.54
238,2011-03-15,0,15531,20092,4652,0,152.46
239,2011-03-14,23,18390,21962,3598,0,155.0
240,2011-03-14,22,18335,22936,4600,0,159.96
241,2011-03-14,21,19062,22572,3509,0,168.27
242,2011-03-14,20,19501,23196,3694,0,168.27
243,2011-03-14,19,19366,23802,4464,0,179.0
244,2011-03-14,18,19089,24595,5505,0,187.66
245,2011-03-14,17,19047,25508,6460,0,190.0
246,2011-03-14,16,18927,24528,5600,0,187.12
247,2011-03-14,15,18685,23253,4631,0,169.0
248,2011-03-14,14,18680,23369,4689,0,169.99
249,2011-03-14,13,18655,23219,4587,0,170.0
250,2011-03-14,12,18428,22220,4129,0,167.0
251,2011-03-14,11,18447,23827,5433,0,185.0
252,2011-03-14,10,18452,23829,5417,0,185.0
253,2011-03-14,9,18464,23449,4984,0,179.66
254,2011-03-14,8,18127,21763,3981,0,167.0
255,2011-03-14,7,16151,19000,2848,0,164.67
256,2011-03-14,6,16636,18111,1474,0,163.36
257,2011-03-14,5,16970,17749,778,0,133.85
258,2011-03-14,4,17105,17438,355,0,125.0
259,2011-03-14,3,17102,17543,551,0,129.97
260,2011-03-14,2,16122,17928,1844,0,134.02
261,2011-03-14,1,15735,18731,2995,0,134.54
262,2011-03-14,0,15691,20104,4756,0,155.0
263,2011-03-13,23,18607,21828,3259,0,152.46
264,2011-03-13,22,18554,23004,4449,0,170.0
265,2011-03-13,21,18886,22908,4029,0,179.0
266,2011-03-13,20,19262,23245,3992,0,175.0
267,2011-03-13,19,19131,23839,4707,0,187.66
268,2011-03-13,18,18980,24736,5755,0,189.0
269,2011-03-13,17,18942,25637,6694,0,215.0
270,2011-03-13,16,18886,24993,6106,0,188.13
271,2011-03-13,15,18702,23810,5107,0,185.0
272,2011-03-13,14,18692,24022,5329,0,186.9
273,2011-03-13,13,18658,23561,4902,0,185.0
274,2011-03-13,12,18455,23080,4624,0,179.66
275,2011-03-13,11,18495,24278,5782,0,187.12
276,2011-03-13,10,18514,23882,5371,0,186.35
277,2011-03-13,9,18562,23492,4933,0,185.0
278,2011-03-13,8,18516,21511,2998,0,165.0
279,2011-03-13,7,16173,18946,2772,0,164.67
280,2011-03-13,6,17082,17661,628,0,159.0
281,2011-03-13,5,17150,17389,285,0,119.9
282,2011-03-13,4,17351,17182,0,219,110.0
283,2011-03-13,3,17358,17083,0,275,108.46
284,2011-03-13,2,16832,17680,851,0,129.98
285,2011-03-13,1,15706,18673,2966,0,134.54
286,2011-03-13,0,15666,19843,4289,0,155.0
287,2011-03-12,23,18144,21660,3564,0,150.0
288,2011-03-12,22,18089,22621,4618,0,155.0
289,2011-03-12,21,18247,22425,4203,0,168.34
290,2011-03-12,20,18720,23147,4448,0,170.0
291,2011-03-12,19,18586,23638,5145,0,179.0
292,2011-03-12,18,18433,24544,6110,0,187.66
293,2011-03-12,17,18388,25571,7219,0,189.97
294,2011-03-12,16,18327,24791,6463,0,187.12
295,2011-03-12,15,18317,23764,5543,0,185.0
296,2011-03-12,14,18306,23865,5655,0,185.0
297,2011-03-12,13,18448,23593,5164,0,185.0
298,2011-03-12,12,18195,23084,4888,0,179.66
299,2011-03-12,11,18230,24190,5979,0,186.9
300,2011-03-12,10,18212,24011,5850,0,186.0
301,2011-03-12,9,18258,23645,5642,0,185.0
302,2011-03-12,8,17612,21657,4214,0,167.0
303,2011-03-12,7,16299,18904,2734,0,164.67
304,2011-03-12,6,17518,17734,388,0,159.0
305,2011-03-12,5,17547,17410,0,7,120.46
306,2011-03-12,4,18260,17083,0,1073,100.0
307,2011-03-12,3,17557,17193,0,234,110.0
308,2011-03-12,2,17018,17512,642,0,129.99
309,2011-03-12,1,15781,18208,2576,0,134.11
310,2011-03-12,0,15900,19503,3777,0,134.54
311,2011-03-11,23,18147,21756,3657,0,139.9
312,2011-03-11,22,18089,22865,4800,0,155.0
313,2011-03-11,21,18367,22558,4190,0,169.62
314,2011-03-11,20,18744,23089,4344,0,169.62
315,2011-03-11,19,18367,23692,5431,0,179.0
316,2011-03-11,18,18339,24486,6260,0,185.0
317,2011-03-11,17,18309,25484,7174,0,187.66
318,2011-03-11,16,18251,24412,6227,0,185.0
319,2011-03-11,15,18409,23593,5232,0,170.0
320,2011-03-11,14,18405,23611,5230,0,170.0
321,2011-03-11,13,18221,23204,4984,0,169.99
322,2011-03-11,12,18019,22718,4733,0,168.0
323,2011-03-11,11,18063,23862,5851,0,180.0
324,2011-03-11,10,18078,23777,5741,0,180.0
325,2011-03-11,9,18125,23327,5249,0,170.0
326,2011-03-11,8,18002,21631,3628,0,166.47
327,2011-03-11,7,17230,18792,1557,0,163.36
328,2011-03-11,6,18563,17596,0,1560,100.01
329,2011-03-11,5,19387,17365,0,2081,95.0
330,2011-03-11,4,19351,17143,0,2267,95.0
331,2011-03-11,3,19298,17169,0,2188,95.0
332,2011-03-11,2,17902,17782,0,709,100.1
333,2011-03-11,1,16429,18372,1976,0,134.02
334,2011-03-11,0,16281,19561,3279,0,134.54
335,2011-03-10,23,17960,21660,3805,0,150.0
336,2011-03-10,22,17902,22596,4859,0,155.0
337,2011-03-10,21,18177,22203,4025,0,168.27
338,2011-03-10,20,18548,22656,4107,0,168.27
339,2011-03-10,19,18551,23260,4808,0,172.46
340,2011-03-10,18,18411,23948,5536,0,185.0
341,2011-03-10,17,18208,24947,6763,0,188.74
342,2011-03-10,16,18107,23882,5774,0,187.01
343,2011-03-10,15,17950,22582,4659,0,168.0
344,2011-03-10,14,17892,22588,4728,0,169.0
345,2011-03-10,13,17763,22304,4659,0,168.0
346,2011-03-10,12,17568,21999,4544,0,167.0
347,2011-03-10,11,17608,23127,5518,0,179.66
348,2011-03-10,10,17636,22851,5272,0,173.46
349,2011-03-10,9,18097,22391,4250,0,169.0
350,2011-03-10,8,17998,20251,2252,0,163.36
351,2011-03-10,7,18114,17556,0,308,116.89
352,2011-03-10,6,19071,15983,0,2847,90.0
353,2011-03-10,5,19074,15810,0,3014,66.55
354,2011-03-10,4,19089,15348,0,3559,66.45
355,2011-03-10,3,19096,15454,0,3560,66.45
356,2011-03-10,2,18974,15859,0,2865,85.0
357,2011-03-10,1,17638,16548,0,840,100.0
358,2011-03-10,0,15532,17446,2163,0,134.11
359,2011-03-09,23,17771,18655,900,0,129.98
360,2011-03-09,22,17840,20200,2359,0,134.54
361,2011-03-09,21,20136,20019,0,117,120.46
362,2011-03-09,20,20575,20392,0,183,120.0
363,2011-03-09,19,20461,20795,359,0,160.0
364,2011-03-09,18,20413,21189,775,0,167.43
365,2011-03-09,17,20366,21191,865,0,167.5
366,2011-03-09,16,20513,19444,0,1069,105.02
367,2011-03-09,15,20031,18249,0,1782,95.0
368,2011-03-09,14,19658,18168,0,1490,95.0
369,2011-03-09,13,19854,18157,0,1697,95.0
370,2011-03-09,12,19662,18267,0,1395,100.1
371,2011-03-09,11,19704,18476,0,1228,105.01
372,2011-03-09,10,19889,18103,0,1786,95.0
373,2011-03-09,9,19986,16741,0,3277,47.84
374,2011-03-09,8,19934,15592,0,4489,47.46
375,2011-03-09,7,19305,14755,0,4641,46.27
376,2011-03-09,6,19440,14965,0,4475,46.97
377,2011-03-09,5,19289,15665,0,3728,66.45
378,2011-03-09,4,19305,15501,0,3804,66.28
379,2011-03-09,3,19311,15592,0,3795,66.45
380,2011-03-09,2,19193,16229,0,2988,69.44
381,2011-03-09,1,16900,17120,229,0,125.0
382,2011-03-09,0,16198,18411,2212,0,134.11
383,2011-03-08,23,18529,20800,2270,0,134.11
384,2011-03-08,22,18340,21431,3199,0,139.9
385,2011-03-08,21,18444,21140,3099,0,168.0
386,2011-03-08,20,18947,21489,3016,0,168.0
387,2011-03-08,19,18899,21893,3011,0,168.0
388,2011-03-08,18,18737,22382,3705,0,168.51
389,2011-03-08,17,18442,22981,4558,0,175.0
390,2011-03-08,16,18900,21817,2972,0,164.9
391,2011-03-08,15,18793,20715,1925,0,163.1
392,2011-03-08,14,18727,21021,2293,0,163.36
393,2011-03-08,13,18866,21218,2351,0,163.36
394,2011-03-08,12,18608,21209,2600,0,163.36
395,2011-03-08,11,18746,22338,3613,0,165.0
396,2011-03-08,10,18788,22060,3354,0,164.9
397,2011-03-08,9,18850,21396,2576,0,163.46
398,2011-03-08,8,18961,19950,1076,0,159.0
399,2011-03-08,7,18807,17346,0,1461,100.1
400,2011-03-08,6,19849,16499,0,3350,48.79
401,2011-03-08,5,19881,16793,0,3088,66.55
402,2011-03-08,4,19908,16632,0,3464,66.45
403,2011-03-08,3,19913,16936,0,2977,66.55
404,2011-03-08,2,19789,17140,0,2656,90.0
405,2011-03-08,1,16384,18031,1684,0,133.86
406,2011-03-08,0,16144,19324,3179,0,134.54
407,2011-03-07,23,18072,21127,3054,0,134.54
408,2011-03-07,22,18028,22076,4153,0,150.0
409,2011-03-07,21,18461,21790,3328,0,168.1
410,2011-03-07,20,18840,22129,3317,0,168.0
411,2011-03-07,19,18986,22919,3932,0,169.62
412,2011-03-07,18,18723,23511,4857,0,172.46
413,2011-03-07,17,18521,24513,5991,0,186.82
414,2011-03-07,16,18762,23034,4726,0,167.0
415,2011-03-07,15,18789,21940,3150,0,164.67
416,2011-03-07,14,18910,22047,3136,0,164.67
417,2011-03-07,13,18774,21664,2889,0,164.67
418,2011-03-07,12,18426,20846,2419,0,163.36
419,2011-03-07,11,18165,22668,4735,0,167.0
420,2011-03-07,10,18153,22591,4739,0,167.0
421,2011-03-07,9,18284,22330,4044,0,166.47
422,2011-03-07,8,18483,20685,2201,0,163.36
423,2011-03-07,7,18802,18186,0,616,115.0
424,2011-03-07,6,20384,17089,0,3295,50.08
425,2011-03-07,5,20425,16923,0,3502,66.55
426,2011-03-07,4,20385,16672,0,3789,66.45
427,2011-03-07,3,20395,16677,0,3744,66.45
428,2011-03-07,2,20468,17080,0,3388,66.55
429,2011-03-07,1,16565,17767,1211,0,129.98
430,2011-03-07,0,16494,18961,2466,0,134.11
431,2011-03-06,23,18793,21164,2370,0,134.11
432,2011-03-06,22,18747,22508,3770,0,150.0
433,2011-03-06,21,18824,22107,3282,0,168.19
434,2011-03-06,20,19199,22548,3348,0,168.19
435,2011-03-06,19,18826,23145,4318,0,169.62
436,2011-03-06,18,18968,24027,5069,0,180.0
437,2011-03-06,17,18884,24634,5783,0,186.55
438,2011-03-06,16,18977,23011,4566,0,167.0
439,2011-03-06,15,18806,22399,3661,0,165.0
440,2011-03-06,14,18743,22479,3765,0,165.0
441,2011-03-06,13,18735,22126,3457,0,164.9
442,2011-03-06,12,18387,21709,3343,0,164.9
443,2011-03-06,11,18267,22801,4714,0,167.0
444,2011-03-06,10,18277,22609,4717,0,167.0
445,2011-03-06,9,18321,22236,3943,0,166.46
446,2011-03-06,8,18564,20795,2230,0,163.36
447,2011-03-06,7,18276,18184,0,92,120.0
448,2011-03-06,6,19860,16976,0,2884,70.0
449,2011-03-06,5,19866,16760,0,3106,66.55
450,2011-03-06,4,19817,16427,0,3468,66.45
451,2011-03-06,3,19823,16532,0,3421,66.45
452,2011-03-06,2,19819,16912,0,2907,66.55
453,2011-03-06,1,16187,17601,1413,0,133.85
454,2011-03-06,0,15999,18774,2774,0,134.11
455,2011-03-05,23,18675,20727,2108,0,134.0
456,2011-03-05,22,18736,21440,2703,0,134.54
457,2011-03-05,21,18858,21254,2441,0,168.0
458,2011-03-05,20,19220,21693,2544,0,168.0
459,2011-03-05,19,18842,22293,3450,0,168.27
460,2011-03-05,18,18865,23179,4445,0,172.46
461,2011-03-05,17,18826,24201,5500,0,185.0
462,2011-03-05,16,18772,22942,4398,0,167.0
463,2011-03-05,15,18507,21977,3493,0,165.0
464,2011-03-05,14,18601,22047,3546,0,165.0
465,2011-03-05,13,18594,21657,3150,0,164.9
466,2011-03-05,12,18395,21059,2663,0,164.67
467,2011-03-05,11,18302,22257,4410,0,167.0
468,2011-03-05,10,18323,22063,3829,0,167.0
469,2011-03-05,9,18379,21492,3161,0,164.9
470,2011-03-05,8,18367,20292,1944,0,163.1
471,2011-03-05,7,18396,18047,0,349,115.46
472,2011-03-05,6,20066,16982,0,3084,50.77
473,2011-03-05,5,20079,16736,0,3508,66.45
474,2011-03-05,4,20038,16424,0,3614,58.7
475,2011-03-05,3,20045,16548,0,3507,66.45
476,2011-03-05,2,19916,17059,0,2859,69.72
477,2011-03-05,1,16307,17657,1352,0,133.75
478,2011-03-05,0,16119,18858,2748,0,134.18
479,2011-03-04,23,18751,20913,2166,0,139.0
480,2011-03-04,22,18846,22358,3577,0,155.0
481,2011-03-04,21,18921,22171,3542,0,172.46
482,2011-03-04,20,19279,22207,3109,0,169.18
483,2011-03-04,19,19120,22708,3801,0,175.9
484,2011-03-04,18,19061,23515,4702,0,185.0
485,2011-03-04,17,19004,24334,5479,0,187.29
486,2011-03-04,16,19103,23270,4316,0,179.66
487,2011-03-04,15,18886,22107,3380,0,170.0
488,2011-03-04,14,18818,22086,3453,0,170.0
489,2011-03-04,13,18816,21796,3131,0,167.0
490,2011-03-04,12,18633,21295,3134,0,167.0
491,2011-03-04,11,18666,22178,3673,0,172.0
492,2011-03-04,10,18717,22089,3564,0,170.9
493,2011-03-04,9,18788,21716,3154,0,168.0
494,2011-03-04,8,18489,20471,2146,0,164.9
495,2011-03-04,7,18463,17785,0,543,115.0
496,2011-03-04,6,20079,16701,0,3243,48.52
497,2011-03-04,5,19978,16454,0,3389,66.28
498,2011-03-04,4,19950,16258,0,3527,66.28
499,2011-03-04,3,20003,16379,0,3415,66.28
500,2011-03-04,2,19825,16686,0,2932,67.25
501,2011-03-04,1,16853,17390,814,0,129.97
502,2011-03-04,0,16279,18291,2340,0,134.24
503,2011-03-03,23,18487,21082,2671,0,150.0
504,2011-03-03,22,18474,22225,3946,0,155.0
505,2011-03-03,21,18611,22185,3695,0,172.46
506,2011-03-03,20,18855,22538,3692,0,172.46
507,2011-03-03,19,19205,23277,4174,0,179.0
508,2011-03-03,18,19056,24089,5032,0,186.76
509,2011-03-03,17,18828,24592,5763,0,188.08
510,2011-03-03,16,19015,23238,4285,0,173.46
511,2011-03-03,15,18795,22358,3609,0,170.0
512,2011-03-03,14,18791,22449,3763,0,170.9
513,2011-03-03,13,18789,22275,3508,0,168.88
514,2011-03-03,12,18609,22071,3511,0,168.88
515,2011-03-03,11,18516,23136,4619,0,179.66
516,2011-03-03,10,18547,22949,4407,0,178.0
517,2011-03-03,9,18278,21981,3793,0,170.9
518,2011-03-03,8,18354,20215,1904,0,164.24
519,2011-03-03,7,19143,16728,0,2415,50.08
520,2011-03-03,6,20254,15646,0,4684,47.46
521,2011-03-03,5,20146,15297,0,4872,66.18
522,2011-03-03,4,20161,14988,0,5173,53.33
523,2011-03-03,3,20169,15198,0,4971,58.7
524,2011-03-03,2,20160,15600,0,4560,66.28
525,2011-03-03,1,18510,16196,0,2314,66.55
526,2011-03-03,0,16671,17292,667,0,129.96
527,2011-03-02,23,17739,18554,904,0,129.97
528,2011-03-02,22,17606,19895,2375,0,154.9
529,2011-03-02,21,20128,19757,0,371,115.46
530,2011-03-02,20,20486,20118,0,368,115.46
531,2011-03-02,19,20451,20521,102,0,142.9
532,2011-03-02,18,20398,20933,545,0,165.0
533,2011-03-02,17,20260,21038,812,0,169.02
534,2011-03-02,16,19517,19878,371,0,162.61
535,2011-03-02,15,19297,18796,0,501,115.0
536,2011-03-02,14,19316,18688,0,628,115.0
537,2011-03-02,13,19311,18703,0,608,115.0
538,2011-03-02,12,19132,18298,0,834,110.0
